"Name","Release","Developer","Publisher","Rating","Genre","Critics_Score","Number_Critics","Number_Critics_Pos","Number_Critics_Mixed","Number_Critics_Negative","User_score","Number_User","Number_User_Pos","Number_User_Mixed","Number_User_Negative","url","image","Mean_score","colour"
"Pitfall: The Mayan Adventure","2001-06-10","Pipe Dream Interactive","Majesco","Rated E","Platformer",58,10,1,6,3,5.8,6,3,1,2,"https://www.metacritic.com/game/pitfall-the-mayan-adventure/","https://www.metacritic.com/a/img/resize/895a7dfb42110417664b2de2ae921aac0e940da4/catalog/provider/6/3/6-1-11072-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"Shaun Palmer's Pro Snowboarder","2001-11-13","Dearsoft","Activision","Rated E","Sports",64,17,8,4,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/shaun-palmers-pro-snowboarder/","https://www.metacritic.com/a/img/resize/9a1baefe9c21a2c42cc44f0a4121a9c7e302b70b/catalog/provider/6/3/6-1-13455-13.jpg?auto=webp&fit=cover&height=132&width=88",6.4,"Mixed"
"Zapper","2002-11-06","Blitz Games","Infogrames","Rated E","Platformer",55,13,2,6,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/zapper/","https://www.metacritic.com/a/img/resize/0c89f926bd634fb5b1a0b551b7e8555fa563cab5/catalog/provider/6/3/6-1-18425-13.jpg?auto=webp&fit=cover&height=132&width=88",5.5,"Mixed"
"Star Wars: Jedi Power Battles","2001-12-04","HotGen","THQ","Rated T","Fighting",58,8,2,3,3,4.8,4,0,3,1,"https://www.metacritic.com/game/star-wars-jedi-power-battles/","https://www.metacritic.com/a/img/resize/36690e1c3774cdd288225fdeb38d5aabdfb27831/catalog/provider/6/3/6-1-13809-13.jpg?auto=webp&fit=cover&height=132&width=88",5.3,"Mixed"
"Fantastic 4","2005-06-27","7 Studios","Activision","Rated T","Fighting",62,46,6,35,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/fantastic-4/","https://www.metacritic.com/a/img/resize/440fa17dde3d34dfd569c0d8f8b7d001d85389b1/catalog/provider/6/3/6-1-65601-13.jpg?auto=webp&fit=cover&height=132&width=88",6.2,"Mixed"
"Wolfenstein 3D","2009-06-03","Nerve Software","Activision","Rated M","Shooter",66,10,4,4,2,7.7,73,47,20,6,"https://www.metacritic.com/game/wolfenstein-3d/","https://www.metacritic.com/a/img/resize/ed2f272b94db9fb0590eb09365fb3b7bfa49a347/catalog/provider/6/3/6-1-17002-13.jpg?auto=webp&fit=cover&height=132&width=88",7.15,"Mixed"
"ESPN Great Outdoor Games Bass 2002","2001-11-29","KCEO","Konami","Rated E","Sports",57,7,0,6,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/espn-great-outdoor-games-bass-2002/","https://www.metacritic.com/a/img/resize/e28f09f8e48744c8d2e103f17a88d60c3eb68a09/catalog/provider/6/3/6-1-16193-13.jpg?auto=webp&fit=cover&height=132&width=88",5.7,"Mixed"
"Mobile Suit Gundam Seed: Battle Assault","2004-08-10","Natsume","Bandai","Rated T","Fighting",57,9,1,6,2,6,8,2,5,1,"https://www.metacritic.com/game/mobile-suit-gundam-seed-battle-assault/","https://www.metacritic.com/a/img/resize/04e2e192ab306e22ddd896cbdeb915151eee73d6/catalog/provider/6/3/6-1-59663-13.jpg?auto=webp&fit=cover&height=132&width=88",5.85,"Mixed"
"Dungeons & Dragons: Eye of the Beholder","2002-10-30","Pronto Games","Infogrames","Rated E","RPG",57,9,1,6,2,7.7,9,6,3,0,"https://www.metacritic.com/game/dungeons-and-dragons-eye-of-the-beholder/","https://www.metacritic.com/a/img/resize/065f5fbb8a0ffaa48a576139c73a6e656062dead/catalog/provider/6/3/6-1-18499-13.jpg?auto=webp&fit=cover&height=132&width=88",6.7,"Mixed"
"DreamWorks Shrek the Third (2007)","2007-05-15","Vicarious Visions","Activision","Rated E","Platformer",57,8,1,6,1,6.6,8,3,4,1,"https://www.metacritic.com/game/dreamworks-shrek-the-third-2007/","https://www.metacritic.com/a/img/resize/83ae8ac653e1dfd3ca94c1f1912c5cdf22764f0a/catalog/provider/6/3/6-1-80275-13.jpg?auto=webp&fit=cover&height=132&width=88",6.15,"Mixed"
"Ready 2 Rumble Boxing: Round 2","2000-10-23","Midway","Midway","Rated T","Fighting",75,20,12,8,0,6.4,5,1,4,0,"https://www.metacritic.com/game/ready-2-rumble-boxing-round-2/","https://www.metacritic.com/a/img/resize/d8d6cec07a2221329f3141a8b2baeba50d19e5d6/catalog/provider/6/3/6-1-9887-13.jpg?auto=webp&fit=cover&height=132&width=88",6.95,"Mixed"
"Shrek: Reekin' Havoc","2003-07-30","TOSE","TDK Mediactive","Rated E","Platformer",57,11,0,9,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/shrek-reekin-havoc/","https://www.metacritic.com/a/img/resize/07892ed83a4a8ecee1769bfed1678b65420c90de/catalog/provider/6/3/6-1-53628-13.jpg?auto=webp&fit=cover&height=132&width=88",5.7,"Mixed"
"Army Men Advance","2001-06-05","DC Studios","3DO","Rated E","Shooter",57,7,1,5,1,7.5,4,3,0,1,"https://www.metacritic.com/game/army-men-advance/","https://www.metacritic.com/a/img/resize/9230b00ab45575d2291de5c3b981502392f196e9/catalog/provider/6/3/6-1-13126-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"The Incredible Hulk (2003)","2003-05-27","Pocket Studios","Universal Interactive","Rated E","Platformer",57,16,1,9,6,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/the-incredible-hulk-2003/","https://www.metacritic.com/a/img/resize/ef71caae211353f4cd670c3bd19d54384be0e7da/catalog/provider/6/3/6-1-31043-13.jpg?auto=webp&fit=cover&height=132&width=88",5.7,"Mixed"
"Rave Master: Special Attack Force!","2005-03-08","KCEJ","Konami","Rated T","Fighting",56,9,3,4,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/rave-master-special-attack-force/","https://www.metacritic.com/a/img/resize/e26b821701bed6d83e957c4a9f770ab7cf6f1573/catalog/provider/6/3/6-1-62841-13.jpg?auto=webp&fit=cover&height=132&width=88",5.6,"Mixed"
"Tang Tang","2001-08-28","GameVision","Take-Two Interactive","Rated E","Puzzle",56,8,1,4,3,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/tang-tang/","https://www.metacritic.com/a/img/resize/6733538b35d4e778b8ba6d1ee7b47822219dcf2e/catalog/provider/6/3/6-1-14782-13.jpg?auto=webp&fit=cover&height=132&width=88",5.6,"Mixed"
"Disney Sports: Motocross","2003-03-31","Konami","Konami","Rated E","Racing",56,8,0,6,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/disney-sports-motocross/","https://www.metacritic.com/a/img/resize/cfb2d31139c33e84dc56a4922fedaa8e3703cace/catalog/provider/6/3/6-1-44327-13.jpg?auto=webp&fit=cover&height=132&width=88",5.6,"Mixed"
"Nickelodeon Barnyard","2006-12-04","Blue Tongue Entertainment","THQ","Rated E +10","Action/Adventure",65,15,3,11,1,8.3,7,4,3,0,"https://www.metacritic.com/game/nickelodeon-barnyard/","https://www.metacritic.com/a/img/resize/4c9f394046d9f0987b19721a2ec9e4d3e8febafe/catalog/provider/6/3/6-1-64087-13.jpg?auto=webp&fit=cover&height=132&width=88",7.4,"Mixed"
"Dynasty Warriors Advance","2005-08-29","Koei","Nintendo","Rated E +10","Fighting",56,22,2,14,6,6,4,1,2,1,"https://www.metacritic.com/game/dynasty-warriors-advance/","https://www.metacritic.com/a/img/resize/683ce308862a8b41953cb7ed3f4492f40cb883ce/catalog/provider/6/3/6-1-65073-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"Garfield and His Nine Lives","2006-05-10","Lucky Jump","The Game Factory","Rated E","Platformer",56,9,2,5,2,7,5,2,2,1,"https://www.metacritic.com/game/garfield-and-his-nine-lives/","https://www.metacritic.com/a/img/resize/d18e0cdd6c33e535356e72a5aefa540d3b5d018d/catalog/provider/6/3/6-1-72965-13.jpg?auto=webp&fit=cover&height=132&width=88",6.3,"Mixed"
"Ace Combat Advance","2005-02-23","Human Soft","Namco","Rated E","Shooter",56,13,1,7,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/ace-combat-advance/","https://www.metacritic.com/a/img/resize/c5ab00a922106f9b6ed7027dab96d0510bb2ea78/catalog/provider/6/3/6-1-64240-13.jpg?auto=webp&fit=cover&height=132&width=88",5.6,"Mixed"
"Justice League: Injustice for All","2002-11-17","Saffire","Midway","Rated E","Platformer",56,14,2,11,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/justice-league-injustice-for-all/","https://www.metacritic.com/a/img/resize/147f3a5c41a87b030f8ec8cd9d4e4e665b3c9273/catalog/provider/6/3/6-1-19491-13.jpg?auto=webp&fit=cover&height=132&width=88",5.6,"Mixed"
"Naruto: Ninja Council 2","2006-10-04","Aspect","D3Publisher","Rated E +10","Fighting",55,13,1,8,4,6.5,11,3,7,1,"https://www.metacritic.com/game/naruto-ninja-council-2/","https://www.metacritic.com/a/img/resize/878e1e35a14d2776df3ccc4b9f530f92030aca88/catalog/provider/6/3/6-1-60918-13.jpg?auto=webp&fit=cover&height=132&width=88",6,"Mixed"
"Frogger Advance: The Great Quest","2002-05-26","Vicarious Visions","Konami","Rated E","Platformer",55,9,1,4,4,5.8,4,0,3,1,"https://www.metacritic.com/game/frogger-advance-the-great-quest/","https://www.metacritic.com/a/img/resize/4a9a4923745822287a7a216f535acf6edb82cbf1/catalog/provider/6/3/6-1-17413-13.jpg?auto=webp&fit=cover&height=132&width=88",5.65,"Mixed"
"Donkey Kong","2004-06-02","Nintendo","Nintendo","Rated E","Platformer",55,15,1,9,5,7.3,6,3,3,0,"https://www.metacritic.com/game/donkey-kong/","https://www.metacritic.com/a/img/resize/23a7ae84bcc00c606d9c191094ac2031fd25f9b4/catalog/provider/6/3/6-1-58469-13.jpg?auto=webp&fit=cover&height=132&width=88",6.4,"Mixed"
"WWE Survivor Series","2004-10-12","Natsume","THQ","Rated T","Fighting",55,12,1,6,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/wwe-survivor-series/","https://www.metacritic.com/a/img/resize/1108903a842155776b357f00acf42dc5c1375227/catalog/provider/6/3/6-1-60180-13.jpg?auto=webp&fit=cover&height=132&width=88",5.5,"Mixed"
"Space Channel 5: Ulala's Cosmic Attack","2003-06-17","Art","THQ","Rated E","Sports",55,15,1,9,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/space-channel-5-ulalas-cosmic-attack/","https://www.metacritic.com/a/img/resize/4896a204fc58526a8a7cda5b1af33d378e2c32a8/catalog/provider/6/3/6-1-18000-13.jpg?auto=webp&fit=cover&height=132&width=88",5.5,"Mixed"
"Disney/Pixar The Incredibles","2004-10-31","Heavy Iron Studios","THQ","Rated T","Action/Adventure",62,36,4,28,4,7.5,37,21,14,2,"https://www.metacritic.com/game/disney-pixar-the-incredibles/","https://www.metacritic.com/a/img/resize/c08f487210ee95f2036b132f70b3264a85cec63d/catalog/provider/6/3/6-1-58503-13.jpg?auto=webp&fit=cover&height=132&width=88",6.85,"Mixed"
"The Simpsons: Road Rage","2001-11-24","Radical Entertainment","Electronic Arts","Rated T","Racing",64,23,7,15,1,7.1,36,15,18,3,"https://www.metacritic.com/game/the-simpsons-road-rage/","https://www.metacritic.com/a/img/resize/c83f0740404bdd29d665a381f4d9d06b2bf66d78/catalog/provider/6/3/6-1-14366-13.jpg?auto=webp&fit=cover&height=132&width=88",6.75,"Mixed"
"X-Men: The Official Game","2006-05-16","Z-Axis, Ltd.","Activision","Rated T","Fighting",52,57,7,30,20,6.8,10,4,3,3,"https://www.metacritic.com/game/x-men-the-official-game/","https://www.metacritic.com/a/img/resize/33b7d0eb44699888bf0dd905a84ee42474eada13/catalog/provider/6/3/6-1-73706-13.jpg?auto=webp&fit=cover&height=132&width=88",6,"Mixed"
"Salt Lake 2002","2002-01-29","Attention To Detail","Eidos Interactive","Rated E","Sports",49,11,3,3,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/salt-lake-2002/","https://www.metacritic.com/a/img/resize/8fdc6ed828f64b7071cec37b04bb5a0f52dbdc47/catalog/provider/6/3/6-1-14502-13.jpg?auto=webp&fit=cover&height=132&width=88",4.9,"Bad"
"Mario Party Advance","2005-03-28","AI","Nintendo","Rated E","Board and arcade",54,27,2,18,7,4.7,62,10,24,28,"https://www.metacritic.com/game/mario-party-advance/","https://www.metacritic.com/a/img/resize/bbe2c2becb6ef5565df6c4731c6159b3b0618ebd/catalog/provider/6/12/6-1-504308-52.jpg?auto=webp&fit=cover&height=132&width=88",5.05,"Mixed"
"Minority Report: Everybody Runs","2002-11-19","Treyarch","Activision","Rated T","Shooter",50,26,1,16,9,6.2,10,4,4,2,"https://www.metacritic.com/game/minority-report-everybody-runs/","https://www.metacritic.com/a/img/resize/39da62dc0b8fb38fcbac665c48fe4d9d89003ca9/catalog/provider/6/3/6-1-15106-13.jpg?auto=webp&fit=cover&height=132&width=88",5.6,"Mixed"
"Mega Man: Battle Chip Challenge","2004-03-03","Capcom","Capcom","Rated E","Board and arcade",54,25,3,11,11,5.7,20,8,5,7,"https://www.metacritic.com/game/mega-man-battle-chip-challenge/","https://www.metacritic.com/a/img/resize/57a733cd8271346b1e74c8aca8cf5a19f1eabcb6/catalog/provider/6/12/6-1-423706-52.jpg?auto=webp&fit=cover&height=132&width=88",5.55,"Mixed"
"Godzilla: Domination!","2002-11-11","WayForward","Infogrames","Rated E","Fighting",53,14,0,7,7,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/godzilla-domination/","https://www.metacritic.com/a/img/resize/19bc21c2a4c748cb2a83cd36bea2383988b0790b/catalog/provider/6/3/6-1-18965-13.jpg?auto=webp&fit=cover&height=132&width=88",5.3,"Mixed"
"Britney's Dance Beat","2002-05-08","Metro Graphics","THQ","Rated E","Sports",63,20,5,10,5,8.3,12,9,2,1,"https://www.metacritic.com/game/britneys-dance-beat/","https://www.metacritic.com/a/img/resize/a1a03bc7d4f5431ff3cd86b77c8da2aa09987a2b/catalog/provider/6/3/6-1-16451-13.jpg?auto=webp&fit=cover&height=132&width=88",7.3,"Mixed"
"The Three Stooges","2002-03-31","Cinemaware","Metro3D","Rated E","Action/Adventure",53,8,0,6,2,7,5,3,1,1,"https://www.metacritic.com/game/the-three-stooges/","https://www.metacritic.com/a/img/resize/8d815577720670286d0c0613f0ad0fe0d4a10afe/catalog/provider/6/3/6-1-17317-13.jpg?auto=webp&fit=cover&height=132&width=88",6.15,"Mixed"
"Iridion 3D","2001-05-29","Shin'en","Majesco","Rated E","Shooter",53,15,1,9,5,6.4,5,2,2,1,"https://www.metacritic.com/game/iridion-3d/","https://www.metacritic.com/a/img/resize/74c444676f4da7f3322e16438a34cac73a5ab0af/catalog/provider/6/3/6-1-12487-13.jpg?auto=webp&fit=cover&height=132&width=88",5.85,"Mixed"
"BattleBots: Beyond the BattleBox","2002-12-10","Cave Barn","Majesco","Rated E","Fighting",53,7,0,5,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/battlebots-beyond-the-battlebox/","https://www.metacritic.com/a/img/resize/91116c68fa5675cd0f8831949357c66630644fd9/catalog/provider/6/3/6-1-18119-13.jpg?auto=webp&fit=cover&height=132&width=88",5.3,"Mixed"
"Dragon Ball Z: The Legacy of Goku","2002-05-14","Webfoot Technologies","Infogrames","Rated E","RPG",53,15,2,8,5,6.3,28,10,11,7,"https://www.metacritic.com/game/dragon-ball-z-the-legacy-of-goku/","https://www.metacritic.com/a/img/resize/caae04b4491e0fd52809c39e346a7e3d8c63b508/catalog/provider/6/3/6-1-14613-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"Pac-Man","2006-08-09","Namco Bandai Games","Namco Bandai Games","Rated E","Board and arcade",62,16,3,11,2,5.2,9,5,0,4,"https://www.metacritic.com/game/pac-man/","https://www.metacritic.com/a/img/resize/16c6ce594612b350773e9401ee9fcbaaeee9b912/catalog/provider/6/3/6-1-60340-13.jpg?auto=webp&fit=cover&height=132&width=88",5.7,"Mixed"
"Cruis'n Velocity","2001-11-30","Graphic State","Midway","Rated E","Racing",53,9,0,7,2,6.8,6,3,1,2,"https://www.metacritic.com/game/cruisn-velocity/","https://www.metacritic.com/a/img/resize/83b66bf5ec16f6444c45e5d7a2a4f9f7314e25fb/catalog/provider/6/3/6-1-15828-13.jpg?auto=webp&fit=cover&height=132&width=88",6.05,"Mixed"
"KAO the Kangaroo (2001)","2001-12-11","Titus Software","Titus Software","Rated E","Platformer",52,8,2,4,2,6.5,4,2,1,1,"https://www.metacritic.com/game/kao-the-kangaroo-2001/","https://www.metacritic.com/a/img/resize/0ed56922bff80b28f72542deb3543a71219e64a2/catalog/provider/6/3/6-1-10302-13.jpg?auto=webp&fit=cover&height=132&width=88",5.85,"Mixed"
"Klonoa: Empire of Dreams","2001-09-11","Now Production","Namco","Rated E","Platformer",52,10,0,6,4,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/klonoa-empire-of-dreams/","https://www.metacritic.com/a/img/resize/d141efb083161d0b4d9bf8deeef375f2efbfc02c/catalog/provider/6/12/6-1-392095-52.jpg?auto=webp&fit=cover&height=132&width=88",5.2,"Mixed"
"Serious Sam Advance","2004-04-12","Climax Studios","Global Star Software","Rated M","Shooter",51,9,1,5,3,7.4,5,3,1,1,"https://www.metacritic.com/game/serious-sam-advance/","https://www.metacritic.com/a/img/resize/0bc4dbb2c2924021064988878c6ef90d0ce8dbf9/catalog/provider/6/3/6-1-58869-13.jpg?auto=webp&fit=cover&height=132&width=88",6.25,"Mixed"
"The Lord of the Rings: The Fellowship of the Ring","2002-09-24","WXP","Black Label Games","Rated T","Action/Adventure",59,23,3,16,4,6.4,14,5,6,3,"https://www.metacritic.com/game/the-lord-of-the-rings-the-fellowship-of-the-ring/","https://www.metacritic.com/a/img/resize/ba7e6c9b56d15bdfeb358243f1b16edc847d5605/catalog/provider/6/3/6-1-16200-13.jpg?auto=webp&fit=cover&height=132&width=88",6.15,"Mixed"
"The Revenge of Shinobi","2002-11-19","3d6 Games","THQ","Rated E","Platformer",51,11,0,6,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/the-revenge-of-shinobi/","https://www.metacritic.com/a/img/resize/c315b80f7da4e6108839e12b9286050d109d2752/catalog/provider/6/3/6-1-17918-13.jpg?auto=webp&fit=cover&height=132&width=88",5.1,"Mixed"
"Terminator 3: Rise of the Machines (2003)","2003-11-18","Taniko","Atari SA","Rated T","Shooter",50,15,1,8,6,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/terminator-3-rise-of-the-machines-2003/","https://www.metacritic.com/a/img/resize/1dfa1c460881a498f0768deb8fdde339f6abab6f/catalog/provider/6/3/6-1-53030-13.jpg?auto=webp&fit=cover&height=132&width=88",5,"Bad"
"Masters of the Universe - He-Man: Power of Grayskull","2002-10-29","Taniko","TDK Mediactive","Rated E","Platformer",50,8,0,5,3,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/masters-of-the-universe-he-man-power-of-graysku/","https://www.metacritic.com/a/img/resize/4cb98b2d38436c43f84b95bb0a10d5c789941ad6/catalog/provider/6/3/6-1-18023-13.jpg?auto=webp&fit=cover&height=132&width=88",5,"Bad"
"xXx","2002-07-31","Digital Eclipse","Activision","Rated E","Platformer",50,13,1,6,6,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/xxx/","https://www.metacritic.com/a/img/resize/bdee96c9a77d35c77d7668ca971cc62a346a2c47/catalog/provider/6/3/6-1-18504-13.jpg?auto=webp&fit=cover&height=132&width=88",5,"Bad"
"Daredevil (2003)","2003-02-02","Griptonite Games","Encore Software","Rated E","Platformer",50,18,1,10,7,8.7,7,5,2,0,"https://www.metacritic.com/game/daredevil-2003/","https://www.metacritic.com/a/img/resize/22c59ad00685a8a122dd5b6b0e87e6f6ad918524/catalog/provider/6/3/6-1-17326-13.jpg?auto=webp&fit=cover&height=132&width=88",6.85,"Mixed"
"Disney/Pixar Cars","2006-06-06","Rainbow Studios","THQ","Rated E","Racing",71,30,9,20,1,8.6,48,38,9,1,"https://www.metacritic.com/game/disney-pixar-cars/","https://www.metacritic.com/a/img/resize/082687e424499e428830e9820d23da2ee3069c32/catalog/provider/6/3/6-1-73828-13.jpg?auto=webp&fit=cover&height=132&width=88",7.85,"Good"
"NBA Jam 2002","2002-02-21","DC Studios","Acclaim","Rated E","Sports",49,11,2,4,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/nba-jam-2002/","https://www.metacritic.com/a/img/resize/3aec2416cecfcf9fdff3cb2e8bf51279132b507e/catalog/provider/6/3/6-1-15701-13.jpg?auto=webp&fit=cover&height=132&width=88",4.9,"Bad"
"ATV: Quad Power Racing","2000-08-29","Climax Studios","Acclaim","Rated E","Racing",42,9,0,3,6,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/atv-quad-power-racing/","https://www.metacritic.com/a/img/resize/0dcff601b8c7c2eeae4928432d89a83b23d048fd/catalog/provider/6/3/6-1-10405-13.jpg?auto=webp&fit=cover&height=132&width=88",4.2,"Bad"
"Texas Hold 'Em Poker DS","2004-11-01","Skyworks Technologies","Majesco","Rated E","Board and arcade",49,7,0,4,3,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/texas-hold-em-poker/","https://www.metacritic.com/a/img/resize/bad7daff46c07c1301fd19f6dba7ba2eed845b9c/catalog/provider/6/3/6-1-62000-13.jpg?auto=webp&fit=cover&height=132&width=88",4.9,"Bad"
"DreamWorks Over the Hedge (2006)","2006-05-05","Vicarious Visions","Activision","Rated E","Platformer",49,11,0,6,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/dreamworks-over-the-hedge-2006/","https://www.metacritic.com/a/img/resize/e5021d16efcd5637a8693f162c1056b37964b18f/catalog/provider/6/3/6-1-73436-13.jpg?auto=webp&fit=cover&height=132&width=88",4.9,"Bad"
"Pirates of the Caribbean: The Curse of the Black Pearl","2003-05-19","Pocket Studios","TDK Mediactive","Rated E","Action/Adventure",49,10,0,7,3,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/pirates-of-the-caribbean-the-curse-of-the-black/","https://www.metacritic.com/a/img/resize/63e0ada7f03fb932fb5b8190fac3598e060bcde5/catalog/provider/6/3/6-1-52734-13.jpg?auto=webp&fit=cover&height=132&width=88",4.9,"Bad"
"Popeye: Rush for Spinach","2005-04-24","Magic Pockets","Namco","Rated E","Platformer",48,9,0,6,3,5.5,4,1,2,1,"https://www.metacritic.com/game/popeye-rush-for-spinach/","https://www.metacritic.com/a/img/resize/68d920d671a5363f23b456b64c17556983d9f270/catalog/provider/6/3/6-1-63642-13.jpg?auto=webp&fit=cover&height=132&width=88",5.15,"Mixed"
"Dogz","2005-11-17","MTO","Ubisoft","Rated E","Simulation",48,9,0,3,6,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/dogz/","https://www.metacritic.com/a/img/resize/49a90db36e70c94b815d460863097157348d9d28/catalog/provider/6/3/6-1-71933-13.jpg?auto=webp&fit=cover&height=132&width=88",4.8,"Bad"
"Crazy Taxi: Catch a Ride","2003-04-09","Graphic State","THQ","Rated E","Racing",48,14,0,7,7,6.5,6,3,2,1,"https://www.metacritic.com/game/crazy-taxi-catch-a-ride/","https://www.metacritic.com/a/img/resize/6f3b73f1ad76daa054e48139c618af3bddeaac7b/catalog/provider/6/3/6-1-17117-13.jpg?auto=webp&fit=cover&height=132&width=88",5.65,"Mixed"
"Midway's Greatest Arcade Hits","2001-11-22","Midway","Midway","Rated E","Board and arcade",48,9,0,5,4,7.5,4,3,0,1,"https://www.metacritic.com/game/midways-greatest-arcade-hits/","https://www.metacritic.com/a/img/resize/5e22e8fa3a4144055615d04fea80060bc4850654/catalog/provider/6/3/6-1-15832-13.jpg?auto=webp&fit=cover&height=132&width=88",6.15,"Mixed"
"Ice Age","2002-03-18","Artificial Mind and Movement","Ubisoft","Rated E","Platformer",47,11,0,4,7,6,7,4,0,3,"https://www.metacritic.com/game/ice-age/","https://www.metacritic.com/a/img/resize/b6a73874277f3d578fee4b66188c55b564594c4b/catalog/provider/6/3/6-1-16225-13.jpg?auto=webp&fit=cover&height=132&width=88",5.35,"Mixed"
"Disney's Herbie: Fully Loaded","2005-07-12","Climax Studios","Disney Interactive","Rated E","Racing",47,9,0,6,3,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/disneys-herbie-fully-loaded/","https://www.metacritic.com/a/img/resize/bd2266996ac4a2b357be9c63ae226b27deb0b0e6/catalog/provider/6/3/6-1-67527-13.jpg?auto=webp&fit=cover&height=132&width=88",4.7,"Bad"
"Thunderbirds (2004)","2004-08-10","Saffire","VU Games","Rated E","Action/Adventure",47,11,0,6,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/thunderbirds-2004/","https://www.metacritic.com/a/img/resize/9d138988d96796c7356725b7aea7832dea913962/catalog/provider/6/3/6-1-61807-13.jpg?auto=webp&fit=cover&height=132&width=88",4.7,"Bad"
"Looney Tunes: Back in Action (2003)","2003-11-11","Warthog","Electronic Arts","Rated E","Action/Adventure",47,7,0,3,4,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/looney-tunes-back-in-action-2003/","https://www.metacritic.com/a/img/resize/8f33c7f8caacdc9c30dc6453e7e6d62bf8b557e3/catalog/provider/6/3/6-1-52227-13.jpg?auto=webp&fit=cover&height=132&width=88",4.7,"Bad"
"R-Type III: The Third Lightning","2004-03-16","Raylight Studios","Destination Software","Rated E","Shooter",46,11,3,2,6,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/r-type-iii-the-third-lightning/","https://www.metacritic.com/a/img/resize/b04f7f9c20f54f40ced87e82ce25a2b7c0625045/catalog/provider/6/3/6-1-18036-13.jpg?auto=webp&fit=cover&height=132&width=88",4.6,"Bad"
"Earthworm Jim 2","2002-05-31","Super Empire","Majesco","Rated E","Platformer",45,10,0,6,4,5.9,10,5,2,3,"https://www.metacritic.com/game/earthworm-jim-2/","https://www.metacritic.com/a/img/resize/9badf12c6432b825efa85b7aafae4acc71f1b5bb/catalog/provider/6/3/6-1-18068-13.jpg?auto=webp&fit=cover&height=132&width=88",5.2,"Mixed"
"Oddworld: Munch's Oddysee","2001-11-15","Oddworld Inhabitants","Microsoft Game Studios","Rated T","Action/Adventure",80,30,23,7,0,8.5,39,31,7,1,"https://www.metacritic.com/game/oddworld-munchs-oddysee/","https://www.metacritic.com/a/img/resize/e6039a6801277d186d362217494164f6e963be5d/catalog/provider/6/3/6-1-5843-13.jpg?auto=webp&fit=cover&height=132&width=88",8.25,"Good"
"Mike Tyson Boxing","2002-03-06","Virtucraft","Ubisoft","Rated E","Fighting",44,8,0,3,5,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/mike-tyson-boxing/","https://www.metacritic.com/a/img/resize/078f81b2e65b0ff49b95aa37ade66869a2e2dd0e/catalog/provider/6/3/6-1-9324-13.jpg?auto=webp&fit=cover&height=132&width=88",4.4,"Bad"
"Buffy the Vampire Slayer: Wrath of the Darkhul King","2003-06-24","Natsume","THQ","Rated T","Fighting",44,16,1,6,9,6.7,7,2,4,1,"https://www.metacritic.com/game/buffy-the-vampire-slayer-wrath-of-the-darkhul-kin/","https://www.metacritic.com/a/img/resize/8a9aa30653694b2f2d5d6739d9edaa460d616059/catalog/provider/6/3/6-1-18803-13.jpg?auto=webp&fit=cover&height=132&width=88",5.55,"Mixed"
